"Name","Disc. Date","R.A.","Type","Phot.","Spec.","Radio","X-ray"
"SN2013hq","2013/12/13","22:24:13.21","Ia","1","","",""
"SN2013hr","2013/12/26","14:59:00.85","Ia","1","","",""
"SN2013hs","2013/12/25","01:58:53.71,01:58:53.7,01:58:53.69,01:58:53.688","Ia","1","","",""
"SN2013hw","2013/12/30","10:32:55.43","Ia","1","","",""
"SN2013I","2013/01/11","02:49:42.17","Ia","1","1","",""
"SN2013M","2013/01/20","13:59:56.68","Ia","1","","",""
"SN2013N","2013/01/26","11:50:04.13","Ia","1","","",""
"SN2013O","2013/01/21","08:52:05.98","Ia","1","","",""
"SN2013P","2013/01/15","09:13:37.17,09:13:37.2","Ia","1","1","",""
"SN2013R","2013/01/06","09:31:35.12,13:10:19.68","Ia","1","1","",""
"SN2013S","2013/01/25","03:35:30.29","Ia","1","1","",""
"SN2013T","2013/01/22","13:10:19.68,13:10:19.7","Ia","1","","",""
"SN2013V","2013/01/06","09:08:41.54","Ia","1","1","",""
"SN2013Y","2013/02/06","12:09:39.70","Ia","1","1","",""
"SN2014aa","2014/03/07","11:45:03.58","Ia","1","8","",""
"SN2014ac","2014/03/09","15:04:40.09","Ia","1","4","",""
"SN2014ag","2014/03/11","16:30:40.68","Ia","1","1","",""
"SN2014ai","2014/03/21","09:19:44.17","Ia","1","","",""
"SN2014aj","2014/03/24","05:11:43.96","Ia","1","1","",""
"SN2014al","2014/03/28","16:26:55.28,16:26:55.31","Ia","1","1","",""
"SN2014am","2014/03/26","15:23:18.48","Ia","1","1","",""
"SN2014an","2014/03/31","14:51:42.93","Ia","1","1","",""
"SN2014aq","2014/04/14","11:12:34.72","Ia","1","","",""
"SN2014aw","2014/04/25","16:10:23.61","Ia","1","","",""
"SN2014ba","2014/05/07","22:55:01.97","Ia-91bg","1","","",""
"SN2014bb","2014/05/09","13:32:49.11","Ia","1","1","",""
"SN2014be","2014/05/07","16:09:35.12","Ia","1","1","",""
"SN2014bg","2014/06/05","14:35:45.90,14:35:45.9","Ia","1","2","",""
"SN2014bh","2014/05/22","12:24:56.68","Ia","1","","",""
"SN2014bj","2014/05/22","19:22:39.15","Ia","1","","",""
"SN2014bm","2014/06/06","17:42:32.16","Ia","1","1","",""
"SN2014bn","2014/06/08","21:15:13.30","Ia","1","1","",""
"SN2014bo","2014/05/19","16:27:46.15","Ia","1","2","",""
"SN2014bp","2014/06/05","15:36:31.24,15:36:31","Ia","1","1","",""
"SN2014bq","2014/06/03","16:07:25.38,16:07:25","Ia","1","1","",""
"SN2014bs","2014/05/30","13:42:09.72,13:42:09.7,13:42:09.6","Ia","1","","",""
"SN2014bx","2014/07/20","19:43:53.25","Ia","1","1","",""
"SN2014by","2014/07/15","14:27:48.59,14:27:48.57,14:27:49.00","Ia","1","1","",""
"SN2014bz","2014/05/06","13:56:04.19","Ia","1","1","",""
"SN2014cb","2014/08/18","14:50:49.90","Ia","1","","",""
"SN2014cc","2014/08/09","06:33:57.76","Ia","1","1","",""
"SN2014cg","2014/07/18","20:04:34.85","Ia","1","","",""
"SN2014ch","2014/05/30","15:58:31.03,15:58:31.10","Ia","1","","",""
"SN2014ci","2014/07/16","22:34:04.80","Ia","1","1","",""
"SN2014cj","2014/08/13","06:36:30.00","Ia","1","1","",""
"SN2014ck","2014/06/29","22:45:38.88","Ia Pec","1","1","",""
"SN2014cr","2014/06/27","19:37:06.13","Ia-02cx","1","4","",""
"SN2014cs","2014/06/22","21:35:52.97,21:35:53.36,21:35:52.36","Ia","1","1","",""
"SN2014ct","2014/06/01","09:59:25.16","Ia","1","1","",""
"SN2014cz","2014/09/02","00:32:14.54","Ia","1","","",""
"SN2014da","2014/08/07","00:29:15.12","Ia-91bg","1","","",""
"SN2014dd","2014/08/29","03:03:36.27","Ia","1","","",""
"SN2014de","2014/08/28","03:08:31.74","Ia","1","","",""
"SN2014dh","2014/09/16","20:56:32.41","Ia","1","","",""
"SN2014dl","2014/09/25","16:29:46.09","Ia Pec","1","2","",""
"SN2014dm","2014/09/27","04:08:07.13","Ia","1","1","",""
"SN2014dn","2014/09/24","04:17:54.27,04:17:54.00","Ia Pec","1","4","",""
"SN2014du","2014/10/31","02:26:23.31","Ia","1","1","",""
"SN2014dv","2014/11/17","07:58:30.10","Ia","1","","",""
"SN2014dx","2014/12/25","08:29:38.20","Ia","1","","",""
"SN2014dy","2014/12/19","02:48:57.86","Ia","1","","",""
"SN2014dz","2014/12/20","03:28:14.19","Ia","1","","",""
"SN2014ea","2014/12/15","10:48:32.31","Ia","1","","",""
"SN2014ed","2014/11/21","09:29:13.75","Ia","1","","",""
"SN2014ev","2014/12/25","08:35:16.68","Ia","1","","",""
"SN2014M","2014/01/18","15:15:17.21","Ia","1","","",""
"SN2014W","2014/01/25","11:54:42.29","Ia","1","","",""
"SN2014X","2014/03/01","12:10:40.22","Ia","1","1","",""
"SN2014Z","2014/03/06","01:44:07.99","Ia","1","1","",""
"SNhunt146","2012/08/28","03:18:51.12,03:18:51.1","Ia","1","1","",""
"SNhunt154","2012/10/14","09:46:45.17,09:46:45.2,09:46:45.12","Ia","1","","",""
"SNhunt163","2012/12/17","09:35:11.65,09:35:11.7,09:35:11.66,09:35:11.76","Ia","1","1","",""
"SNhunt175","2013/03/17","15:19:25.0,15:19:24.97,15:19:24.96","Ia","1","","",""
"SNhunt190","2013/04/25","10:10:04.70,10:10:04.7,10:10:04.72,10:10:04.8","Ia","1","","",""
"SNhunt206","2013/09/05","01:58:42.80,01:58:42.8,01:58:42.81,01:58:42.816","Ia","1","1","",""
"SNhunt239","2014/03/25","12:09:10.01,12:09:10.0,12:09:10.08","Ia","1","1","",""
"SNhunt259","2014/10/15","00:00:21.2,00:00:21.19","Candidate","1","2","",""
"SNhunt261","2014/10/17","02:45:29.9,02:45:29.93,02:45:29.928","Ia","1","1","",""
"SNhunt263","2014/10/26","09:08:42.5,09:08:42.48","Ia","1","1","",""
"TCP J02454138-0812301","2014/10/24","02:45:41.38","Ia","1","1","",""
"UDS10Wil","2010/12/30","02:17:46.336,02:17:46.00","Ia","1","","",""
"ASASSN-15ak","2015/01/09","00:12:01.576,00:12:01.58,00:12:01.5456","Ia Pec","1","1","",""
"ASASSN-15as","2015/01/13","09:39:16.550,09:39:16.55,09:39:16.56","Ia","1","1","",""
"ASASSN-15az","2015/01/14","11:08:37.600,11:08:37.60,11:08:37.68","Ia","1","2","",""
"ASASSN-15ba","2015/01/15","14:04:55.090,14:04:55.09,14:04:55.2","Ia","1","","",""
"ASASSN-15bc","2015/01/16","04:06:14.640,04:06:14.64","Ia","1","","",""
"ASASSN-15be","2015/01/19","02:52:46.390,02:52:46.39,02:52:46.392","Ia","1","","",""
"ASASSN-15bf","2015/01/19","04:38:41.100,04:38:41.10,04:38:41.112","Ia","1","1","",""
"ASASSN-15bm","2015/01/22","15:05:51.580,15:05:51.58,15:05:51.6","Ia","1","","",""
"ASASSN-15bn","2015/01/23","15:55:35.350,15:55:35.35,15:55:35.28","Ia","1","","",""
"ASASSN-15bo","2015/01/22","14:44:55.220,14:44:55.22,14:44:55.2","Ia","1","1","",""
"ASASSN-15cb","2015/01/21","12:39:50.230,12:39:50.23,12:39:50.16","Ia","1","1","",""
"ASASSN-15cd","2015/01/26","09:59:14.990,09:59:14.99,09:59:14.88","Ia","1","1","",""
"ASASSN-15cq","2015/02/08","13:23:48.460,13:23:48.46,13:23:48.48,13:23:48","Ia","1","1","",""
"ASASSN-15cz","2015/02/12","11:35:24.400,11:35:24.40,11:35:24.48","Ia","1","","",""
"ASASSN-15da","2015/02/12","05:23:51.880,05:23:51.88,05:23:51.888","Ia","1","1","",""
"ASASSN-15db","2015/02/15","15:46:58.690,15:46:58.69,15:46:58.8","Ia","1","1","",""
"ASASSN-15dd","2015/02/15","15:43:59.070,15:43:59.07,15:43:59.04","Ia","1","","",""
"ASASSN-15de","2015/02/17","11:28:49.65,11:28:49.68","Ia","1","","",""
"ASASSN-15df","2015/02/15","10:35:29.720,10:35:29.72,10:35:29.76","Ia","1","","",""
"ASASSN-15dz","2015/02/20","16:41:20.870,16:41:20.87,16:41:20.88","Ia","1","1","",""
"ASASSN-15eb","2015/02/26","08:06:07.400,08:06:07.40,08:06:07.44","Ia","1","1","",""
"ASASSN-15fj","2015/03/18","17:10:08.550,17:10:08.55,17:10:08.64","Ia","1","","",""
"ASASSN-15fk","2015/03/19","05:40:12.180,05:40:12.18,05:40:12.168","Ia","1","","",""
"ASASSN-15fr","2015/03/24","09:20:20.440,09:20:20.44,09:20:20.4","Ia","1","1","",""
"ASASSN-15ga","2015/03/30","12:59:27.292,12:59:27.29,12:59:27.36","Ia","1","","",""
"ASASSN-15go","2015/04/06","06:11:30.500,06:11:30.50,06:11:30.408","Ia","1","1","",""
"ASASSN-15gr","2015/04/09","06:45:20.580,06:45:20.58,06:45:20.64","Ia","1","1","",""
"ASASSN-15gw","2015/04/10","14:16:23.970,14:16:23.97,14:16:24","Ia","1","","",""
"ASASSN-15he","2015/04/12","16:31:33.500,16:31:33.50,16:31:33.6","Ia","1","1","",""
"ASASSN-15hf","2015/04/17","10:29:30.76,10:29:30.72","Ia","1","1","",""
"ASASSN-15hg","2015/04/19","09:53:48.620,09:53:48.62,09:53:48.72","Ia","1","","",""
"ASASSN-15hh","2015/04/20","05:51:18.690,05:51:18.69,05:51:18.696","Ia","1","","",""
"ASASSN-15ho","2015/04/19","09:09:23.890,09:09:23.89,09:09:24","Ia","1","","",""
"ASASSN-15hx","2015/04/26","13:43:16.692,13:43:16.69,13:43:17.04","Ia","1","10","",""
"ASASSN-15hz","2015/04/26","22:29:38.080,22:29:38.08,22:29:38.16","Ia","1","1","",""
"ASASSN-15il","2015/05/11","15:57:08.150,15:57:08.15,15:57:08.16","Ia","1","","",""
"ASASSN-15ja","2015/05/13","01:09:39.033,01:09:39.03,01:09:39.024","Ia","1","","",""
"ASASSN-15jb","2015/05/13","11:20:06.399,11:20:06.40,11:20:06.48","Ia","1","","",""
"ASASSN-15jf","2015/05/12","22:25:11.08,22:25:11.04","Ia","1","","",""
"ASASSN-15jg","2015/05/15","10:46:55.640,10:46:55.64,10:46:55.68","Ia","1","","",""
"ASASSN-15ji","2015/05/17","23:35:14.358,23:35:14.36,23:35:14.4","Ia","1","","",""
"ASASSN-15jm","2015/05/19","17:21:09.189,17:21:09.19,17:21:09.12","Ia","1","","",""
"ASASSN-15jo","2015/05/20","14:06:44.670,14:06:44.67,14:06:44.64","Ia","1","","",""
"ASASSN-15jt","2015/05/22","13:08:09.130,13:08:09.13,13:08:09.12","Ia","1","","",""
"ASASSN-15ke","2015/05/26","15:25:44.810,15:25:45.20,15:25:44.81,15:25:44.88","Ia","1","1","",""
"ASASSN-15kg","2015/05/27","08:40:12.010,08:40:12.01,08:40:12","Ia","1","","",""
"ASASSN-15kk","2015/06/05","09:18:31.05,09:18:30.96","Ia","1","","",""
"ASASSN-15kn","2015/06/06","12:41:50.550,12:41:50.45,12:41:50.64","Ia","1","","",""
"ASASSN-15kp","2015/06/07","12:58:41.760,12:58:41.76","Ia","1","","",""
"ASASSN-15kq","2015/06/06","06:48:43.870,06:48:43.87,06:48:43.92","Ia","1","","",""
"ASASSN-15kx","2015/06/10","22:16:11.810,22:16:11.81,22:16:11.76","Ia","1","1","",""
"ASASSN-15lg","2015/06/15","13:15:32.840,13:15:32.84,13:15:32.88","Ia","1","","",""
"ASASSN-15lp","2015/06/20","01:49:10.32","Ia","1","","",""
"ASASSN-15lu","2015/06/20","13:21:12.900,13:21:12.90,13:21:12.96","Ia","1","","",""
"ASASSN-15mc","2015/07/05","02:48:59.570,02:48:59.57,02:48:59.568","Ia","1","","",""
"ASASSN-15mf","2015/07/07","14:14:22.80,14:14:22.8","Ia","1","","",""
"ASASSN-15mg","2015/07/09","15:32:22.80,15:32:22.8","Ia","1","1","",""
"ASASSN-15mi","2015/07/06","14:03:15.750,14:03:15.75,14:03:15.6","Ia Pec","1","1","",""
"ASASSN-15ml","2015/07/12","20:03:01.67,20:03:01.68","Ia","1","","",""
"ASASSN-15mp","2015/07/17","00:58:45.265,00:58:45.26,00:58:45.264","Ia","1","","",""
"ASASSN-15mq","2015/07/18","05:01:46.200,05:01:46.20,05:01:46.2","Ia","1","","",""
"ASASSN-15ms","2015/07/18","14:50:27.500,14:50:27.50,14:50:27.6","Ia","1","","",""
"ASASSN-15mx","2015/07/19","14:24:44.55,14:24:44.4","Ia","1","1","",""
"ASASSN-15nh","2015/07/21","00:44:31.28,00:44:31.296","Ia","1","","",""
"ASASSN-15nn","2015/07/24","01:52:18.17,01:52:18.168","Ia","1","","",""
"ASASSN-15np","2015/08/06","15:06:02.650,15:06:02.65,15:06:02.64","Ia","1","1","",""
"ASASSN-15nq","2015/08/06","17:17:19.230,17:17:19.23,17:17:19.2","Ia","1","1","",""
"ASASSN-15ns","2015/08/06","16:40:28.02,16:40:28.08","Ia","1","","",""
"ASASSN-15oh","2015/08/14","22:30:41.977,22:30:41.98,22:30:42","Ia","1","","",""
"ASASSN-15ol","2015/08/15","01:54:06.040,01:54:06.04,01:54:06.048","Ia","1","1","",""
"ASASSN-15om","2015/08/15","02:13:07.470,02:13:07.47,02:13:07.464","Ia","1","1","",""
"ASASSN-15on","2015/08/16","16:36:36.156,16:36:36.16,16:36:36.24","Ia","1","","",""
"ASASSN-15os","2015/08/22","20:54:08.040,20:54:08.04,20:54:08.16","Ia","1","","",""
"ASASSN-15ou","2015/08/23","03:27:25.950,03:27:25.95,03:27:25.944","Ia","1","","",""
"ASASSN-15ox","2015/08/27","03:20:39.266,03:20:39.27,03:20:39.264","Ia","1","","",""
"ASASSN-15pe","2015/09/07","17:20:15.353,17:20:15.35,17:20:15.36","Ia","1","","",""
"ASASSN-15pf","2015/09/08","00:06:37.140,00:06:37.14","Ia","1","","",""
"ASASSN-15ph","2015/09/09","22:09:06.986,22:09:06.99,22:09:06.96","Ia","1","","",""
"ASASSN-15pn","2015/09/11","04:03:26.320,04:03:26.32,04:03:26.328","Ia","1","","",""
"ASASSN-15pp","2015/09/12","05:40:09.960,05:40:09.96","Ia","1","","",""
"ASASSN-15pr","2015/09/13","23:06:39.497,23:06:39.50,23:06:39.6","Ia","1","","",""
"ASASSN-15py","2015/09/25","08:05:19.500,08:05:19.50,08:05:19.44","Ia","1","","",""
"ASASSN-15qy","2015/10/11","00:01:18.260,00:01:18.26,00:01:18.3","Ia","1","1","",""
"ASASSN-15re","2015/10/13","20:48:07.780,20:48:07.78,20:48:07.68","Ic Pec","1","1","",""
"ASASSN-15rm","2015/10/19","06:16:03.850,06:16:03.85,06:16:03.84","Ia","1","","",""
"ASASSN-15rv","2015/10/24","04:22:55.230,04:22:55.23,04:22:55.224","Ia","1","","",""
"ASASSN-15sb","2015/10/10","06:00:48.10,06:00:48.096","Ia","1","","",""
"ASASSN-15sh","2015/11/02","19:32:07.007,19:32:07.01,19:32:06.96","Ia","1","1","",""
"ASASSN-15ss","2015/11/11","06:12:33.398,06:12:33.40,06:12:33.408","Ia","1","","",""
"ASASSN-15sx","2015/11/19","00:12:14.37,00:12:14.366","Ia","1","","",""
"ASASSN-15tb","2015/11/23","12:40:58.187,12:40:58.19,12:40:58.08","Ia","1","","",""
"ASASSN-15tf","2015/11/29","21:29:20.310,21:29:20.31,21:29:20.4","Ia","1","","",""
"ASASSN-15tt","2015/12/08","06:38:01.490,06:38:01.49,06:38:01.488","Ia","1","1","",""
"ASASSN-15tz","2015/12/12","02:41:08.860,02:41:08.86,02:41:08.856","Ia","1","","",""
"ASASSN-15uk","2015/12/23","14:48:16.675,14:48:16.67,14:48:16.8","Ia","1","","",""
"ASASSN-15up","2015/12/29","04:25:39.258,04:25:39.26,04:25:39.264","Ia","1","1","",""
"ASASSN-15uq","2015/12/29","07:09:58.685,07:09:58.69,07:09:58.8","Ia","1","1","",""
"ASASSN-15us","2015/12/29","22:09:09.641,22:09:09.64,22:09:09.6","Ia","1","1","",""
"ASASSN-15uu","2015/12/29","01:43:56.574,01:43:56.57,01:43:56.568","Ia","1","1","",""
"ASASSN-15uw","2015/12/31","02:35:34.307,02:35:34.31,02:35:34.296","Ia","1","","",""
"AT2015cc","2015/01/20","08:29:40.49,08:29:40.490","Ia","1","","",""
"AT2017dxh","2017/04/28","12:59:00.28,12:59:00.280,12:59:00.24","Ia","1","","",""
"ATLAS17abx","2017/01/03","10:33:19.750","Ia","1","1","",""
"CSS150123:025554+010011","2015/01/23","02:55:53.99,02:55:53.90","Ia","1","","",""
"CSS150124:114309+192629","2015/01/24","11:43:08.87","Ia","1","1","",""
"CSS150124:123940+112443","2015/01/20","12:39:39.82","Ia","1","","",""
"CSS150124:134701+092441","2015/01/24","13:47:01.16","Ia","1","1","",""
"CSS150220:085109+443352","2015/02/20","08:51:08.75","Ia","1","","",""
"CSS150413:141540+464138","2015/04/13","14:15:40.59,14:15:40.49","Ia","1","1","",""
"CSS150524:231651+182833","2015/05/24","23:16:51.44","Ia","1","","",""
"CSS150820:215348+100325","2015/08/20","21:53:48.26","Ia","1","1","",""
"CSS150918:002028-010341","2015/09/05","00:20:28.228,00:20:28.17","Ia","1","1","",""
"CSS151031:104809+094237","2015/10/31","10:48:09.0,10:48:08.90,10:48:09","Ia","1","1","",""
"CSS151109:032647-163538","2015/11/09","03:26:47.0,03:26:47.31","Ia","1","1","",""
"CSS151120:044526-190158","2015/11/20","04:45:25.70,04:45:25.71","Ia","1","1","",""
"CSS151209:232318+164003","2015/12/09","23:23:17.79","Ia","1","","",""
"CSS160115:120732+324903","2016/01/15","12:07:31.52","Ia","1","","",""
"CSS160208:135632+203038","2016/02/08","13:56:31.54","Ia","1","1","",""
"CSS160615:174311+170014","2016/06/15","17:43:11.11","Ia-91T","1","","",""
"CSS161106:231233+092930","2016/11/06","23:12:32.831","Ia","1","","",""
"DES14C2vnf","2015/01/09","03:35:34.85","Ia","1","","",""
"DES14C3uje","2015/01/09","03:29:08.18","Ia","1","","",""
"DES15C1atm","2015/08/20","03:39:47.21","Ia","1","","",""
"DES15C1eat","2015/09/10","03:34:42.41","Ia?","1","","",""
"DES15C1ebn","2015/09/10","03:39:30.55","Ia?","1","","",""
"DES15C1mqf","2015/11/13","03:39:16.47","Ia","1","","",""
"DES15C1mvx","2015/11/18","03:39:32.06","Ia","1","","",""
"DES15C1mvy","2015/11/13","03:40:11.30","Ia","1","","",""
"DES15C1nfb","2015/11/29","03:37:49.93","Ia","1","","",""
"DES15C1nhv","2015/12/08","03:39:00.94","Ia","1","","",""
"DES15C1olp","2015/12/28","03:33:02.20","Ia","1","","",""
"DES15C2aty","2015/08/21","03:34:02.03","Ia","1","","",""
"DES15C2dyj","2015/08/31","03:40:40.64","Ia","1","","",""
"DES15C2eap","2015/09/11","03:37:52.29","Ia","1","","",""
"DES15C2ir","2015/08/15","03:40:55.09","Ia","1","","",""
"DES15C2kyh","2015/10/06","03:35:52.90","Ia","1","","",""
"DES15C2nfs","2015/11/29","03:34:29.04","Ia","1","","",""
"DES15C2njv","2015/11/30","03:36:29.87","Ia","1","","",""
"DES15C2odp","2015/12/22","03:38:14.20","Ia","1","","",""
"DES15C2oxo","2016/01/06","03:41:21.77","Ia?","1","","",""
"DES15C2sj","2015/08/21","03:41:03.42","Ia?","1","","",""
"DES15C3axd","2015/08/30","03:28:11.44","Ia?","1","","",""
"DES15C3edd","2015/09/10","03:33:10.67","Ia","1","","",""
"DES15C3efn","2015/09/25","03:30:59.18","Ia","1","","",""
"DES15C3fx","2015/08/14","03:28:50.86","Ia","1","","",""
"DES15C3lvt","2015/10/15","03:29:24.60","Ia?","1","","",""
"DES15C3lyd","2015/10/29","03:27:06.33","Ia?","1","","",""
"DES15C3lza","2015/10/29","03:32:31.57","Ia","1","","",""
"DES15C3mgv","2015/11/02","03:31:26.38","Ia","1","","",""
"DES15C3mpk","2015/11/13","03:34:38.15","Ia","1","","",""
"DES15C3nym","2015/12/15","03:31:23.15","Ia","1","","",""
"DES15C3odz","2015/12/21","03:27:54.96","Ia","1","","",""
"DES15C3olc","2016/01/01","03:32:33.16","Ia","1","","",""
"DES15C3omh","2015/12/28","03:30:46.81","Ia","1","","",""
"DES15C3orz","2016/01/07","03:31:33.57","Ia","1","","",""
"DES15E1cwz","2015/08/30","00:33:23.85","Ia","1","","",""
"DES15E1kvp","2015/10/01","00:32:44.90","Ia","1","","",""
"DES15E1kwg","2015/10/10","00:36:33.80","Ia","1","","",""
"DES15E1lew","2015/10/09","00:32:08.73","Ia","1","","",""
"DES15E1mar","2015/10/29","00:29:28.16","Ia","1","","",""
"DES15E1mvi","2015/11/17","00:30:05.94","Ia","1","","",""
"DES15E1neh","2015/11/29","00:26:40.77","Ia?","1","","",""
"DES15E1nei","2015/11/29","00:32:20.08","Ia","1","","",""
"DES15E1ods","2015/12/22","00:29:26.01","Ia","1","","",""
"DES15E2atw","2015/08/21","00:36:27.73","Ia","1","","",""
"DES15E2bo","2015/08/13","00:41:36.95","Ia","1","","",""
"DES15E2cwm","2015/08/30","00:40:42.94","Ia?","1","","",""
"DES15E2dzb","2015/09/07","00:35:27.19","Ia","1","","",""
"DES15E2kvn","2015/10/01","00:33:07.19","Ia?","1","","",""
"DES15E2mhj","2015/11/02","00:38:13.28","Ia","1","","",""
"DES15E2mhv","2015/11/07","00:35:39.89","Ia","1","","",""
"DES15E2mhy","2015/11/02","00:41:17.09","Ia","1","","",""
"DES15E2nk","2015/08/17","00:37:38.52","Ia","1","","",""
"DES15E2nlz","2015/11/30","00:35:51.33","Ia","1","","",""
"DES15E2so","2015/08/17","00:35:30.61","Ia","1","","",""
"DES15E2uc","2015/08/17","00:37:53.41","Ia","1","","",""
"DES15S1ebd","2015/09/10","02:53:15.93","Ia?","1","","",""
"DES15S1lyi","2015/10/29","02:48:51.28","Ia?","1","","",""
"DES15S1mjm","2015/10/31","02:51:22.81","Ia?","1","","",""
"DES15S1mvv","2015/11/18","02:53:37.06","Ia","1","","",""
"DES15S1mya","2015/11/18","02:48:39.69","Ia","1","","",""
"DES15S1oeh","2015/12/15","02:54:00.61","Ia","1","","",""
"DES15S2ar","2015/08/13","02:45:56.44","Ia?","1","","",""
"DES15S2dyb","2015/09/10","02:42:55.93","Ia?","1","","",""
"DES15S2dye","2015/08/30","02:43:35.22","Ia","1","","",""
"DES15S2eak","2015/09/10","02:43:21.99","Ia","1","","",""
"DES15S2eco","2015/09/11","02:46:57.32","Ia","1","","",""
"DES15S2it","2015/08/13","02:43:34.63","Ia","1","","",""
"DES15S2lam","2015/10/03","02:44:27.89","Ia","1","","",""
"DES15S2lot","2015/10/15","02:45:32.15","Ia","1","","",""
"DES15S2mau","2015/10/29","02:46:56.16","Ia","1","","",""
"DES15S2max","2015/10/29","02:44:02.01","Ia","1","","",""
"DES15S2mpg","2015/11/12","02:43:52.74","Ia","1","","",""
"DES15S2mpl","2015/11/12","02:46:53.90","Ia","1","","",""
"DES15S2mwz","2015/11/18","02:42:33.44","Ia","1","","",""
"DES15S2mxe","2015/11/18","02:45:09.99","Ia","1","","",""
"DES15S2myz","2015/11/28","02:41:48.32","Ia","1","","",""
"DES15S2og","2015/08/17","02:46:54.05","Ia?","1","","",""
"DES15X1bw","2015/08/13","02:16:46.84","Ia","1","","",""
"DES15X1ebs","2015/09/12","02:15:10.49","Ia?","1","","",""
"DES15X1ith","2015/09/20","02:17:08.52","Ia","1","","",""
"DES15X1mbc","2015/10/29","02:17:57.50","Ia?","1","","",""
"DES15X1mwg","2015/11/17","02:20:29.45","Ia","1","","",""
"DES15X1mzz","2015/11/28","02:19:37.22","Ia","1","","",""
"DES15X1ney","2015/11/28","02:17:43.19","Ia","1","","",""
"DES15X1nxy","2015/12/15","02:21:12.60","Ia","1","","",""
"DES15X1odo","2015/12/22","02:18:17.31","Ia","1","","",""
"DES15X1ojh","2015/12/22","02:21:22.73","Ia","1","","",""
"DES15X1oox","2015/12/31","02:14:49.55","Ia","1","","",""
"DES15X1oqk","2015/12/31","02:15:35.69","Ia","1","","",""
"DES15X2asp","2015/08/18","02:23:14.24","Ia","1","","",""
"DES15X2asq","2015/08/18","02:24:26.78","Ia","1","","",""
"DES15X2kvt","2015/10/02","02:21:46.25","Ia?","1","","",""
"DES15X2lxv","2015/10/31","02:20:25.73","Ia","1","","",""
"DES15X2lxw","2015/10/31","02:23:00.71","Ia","1","","",""
"DES15X2mei","2015/10/31","02:25:31.10","Ia","1","","",""
"DES15X2men","2015/10/31","02:20:53.60","Ia","1","","",""
"DES15X2mey","2015/10/31","02:20:30.76","Ia","1","","",""
"DES15X2mpm","2015/11/05","02:22:25.40","Ia","1","","",""
"DES15X2mzv","2015/11/19","02:21:59.00,02:21:59.04","Ia","1","","",""
"DES15X2nkl","2015/11/30","02:23:19.33","Ia","1","","",""
"DES15X2nkz","2015/11/29","02:22:13.21","Ia","1","","",""
"DES15X2ogh","2015/12/28","02:20:44.14","Ia","1","","",""
"DES15X3atu","2015/08/18","02:28:31.96","Ia","1","","",""
"DES15X3auw","2015/08/22","02:27:15.17","Ia","1","","",""
"DES15X3dyu","2015/09/12","02:25:16.22","Ia","1","","",""
"DES15X3flq","2015/09/25","02:28:32.94","Ia?","1","","",""
"DES15X3hp","2015/08/14","02:27:42.18","Ia","1","","",""
"DES15X3itc","2015/09/21","02:26:25.58","Ia","1","","",""
"DES15X3kxu","2015/10/01","02:25:03.19","Ia","1","","",""
"DES15X3lya","2015/10/31","02:23:19.50","Ia","1","","",""
"DES15X3mwb","2015/11/28","02:23:45.79","Ia","1","","",""
"DES15X3naa","2015/11/29","02:26:58.48","Ia","1","","",""
"DES15X3old","2015/11/25","02:26:44.94","Ia?","1","","",""
"DES16C1aiw","2016/09/01","03:39:19.42","Ia","1","","",""
"DES16C1aua","2016/09/11","03:39:43.64","Ia","1","","",""
"DES16C1bnt","2016/09/21","03:38:47.54","Ia","1","","",""
