"Name","Disc. Date","R.A.","Type","Phot.","Spec.","Radio","X-ray"
"SDSS-II SN 13867","2006/09/18","23:25:49.177,23:25:49.2","Ia","3","","",""
"SDSS-II SN 13908","2006/09/17","01:03:39.786,01:03:39.84,01:03:39.864","Ia","3","","",""
"SDSS-II SN 14043","2006/09/20","00:19:14.0616,00:19:14.0472","Ia","3","","",""
"SDSS-II SN 14480","2006/09/27","00:00:04.190,00:00:04.19,00:00:04.2,00:00:04.196","Ia","3","","",""
"SDSS-II SN 14525","2006/10/02","01:07:31.872,01:07:31.848","Ia","3","","",""
"SDSS-II SN 14591","2006/09/27","03:20:52.272,03:20:52.248","Ib/c","3","","",""
"SDSS-II SN 14763","2006/09/29","02:14:16.010,02:14:15.96,02:14:16.008","Ia","3","","",""
"SDSS-II SN 14823","2006/09/30","01:23:12.700,01:23:12.696","Ia","3","","",""
"SDSS-II SN 15088","2006/09/17","01:36:07.152,01:36:07.128","Ia","3","","",""
"SDSS-II SN 15102","2006/10/03","22:01:28.8","Ia","3","","",""
"SDSS-II SN 15116","2006/10/01","03:27:34.608","Ia","3","","",""
"SDSS-II SN 15226","2006/10/17","02:14:39.187,02:14:39.192,02:14:39.168","Ia","3","","",""
"SDSS-II SN 15345","2006/10/03","22:21:01.638,22:21:01.68","Ia","3","","",""
"SDSS-II SN 15503","2006/10/21","02:41:37.205,02:41:37.2,02:41:37.176","Ia","3","","",""
"SDSS-II SN 15727","2006/10/21","23:25:36.002,23:25:36","II","3","","",""
"SDSS-II SN 15795","2006/10/12","01:31:33.999,01:31:34.008,01:31:33.984","Ia","3","","",""
"SDSS-II SN 15806","2006/10/22","01:36:22.153,01:36:22.128,01:36:22.152","Ia","3","","",""
"SDSS-II SN 15941","2006/10/22","22:11:43.683,22:11:43.68","Ia","3","","",""
"SDSS-II SN 16554","2006/10/29","01:16:54.102,01:16:54.096,01:16:54.072","Ia","3","","",""
"SDSS-II SN 16721","2006/10/24","21:47:04.255,21:47:04.32","Ia","3","","",""
"SDSS-II SN 17031","2006/11/14","01:43:51.559,01:43:51.552","Ia","3","","",""
"SDSS-II SN 17068","2006/10/03","01:14:16.368,01:14:16.344","Ia","3","","",""
"SDSS-II SN 17586","2007/09/05","21:59:29.04","Ia","3","","",""
"SDSS-II SN 17999","2007/09/14","01:00:46.944,01:00:46.92","Ia","3","","",""
"SDSS-II SN 18010","2007/09/14","01:31:31.704,01:31:31.68,01:31:31.656","Ia","3","","",""
"SDSS-II SN 18037","2007/09/04","01:21:39.096,01:21:39.072","Ia","3","","",""
"SDSS-II SN 18175","2007/09/14","01:43:58.006,01:43:58.008,01:43:57.984","Ia","3","","",""
"SDSS-II SN 18948","2007/10/08","01:03:02.232,01:03:02.208","Ia","3","","",""
"SDSS-II SN 19078","2007/09/16","00:06:22.888,00:06:22.8888,00:06:22.8936,00:06:22.867","Ia","3","","",""
"SDSS-II SN 19144","2007/10/03","02:49:53.83,02:49:53.808","Ia","3","","",""
"SDSS-II SN 19359","2007/10/13","03:20:37.632","Ia","3","","",""
"SDSS-II SN 20265","2007/10/31","00:30:08.614,00:30:08.6136,00:30:08.604,00:30:08.5752","Ia","3","","",""
"SDSS-II SN 20386","2007/11/02","03:43:11.471,03:43:11.472,03:43:11.448","Ia","3","","",""
"SDSS-II SN 20489","2007/10/12","02:42:03.215,02:42:03.216,02:42:03.24","Ia","3","","",""
"SDSS-II SN 20562","2007/11/01","01:32:08.026,01:32:08.016","Ia","3","","",""
"SDSS-II SN 20709","2007/11/08","00:15:39.052,00:15:39.0528,00:15:39.0504,00:15:39.024","Ia","3","","",""
"SDSS-II SN 20726","2007/11/02","02:49:07.181,02:49:07.176","Ia","3","","",""
"SDSS-II SN 20744","2007/11/08","23:06:11.834,23:06:11.76","Ia","3","","",""
"SDSS-II SN 20896","2007/10/21","00:02:54.38,00:02:54.32,00:02:54.318","Ia","3","","",""
"SDSS-II SN 21015","2007/11/08","02:33:28.879,02:33:28.872","Ia","3","","",""
"SDSS-II SN 21023","2007/10/19","02:27:13.824","Ia","3","","",""
"SDSS-II SN 21388","2007/11/04","00:12:33.29,00:12:33.372,00:12:33.3456","Ia","3","","",""
"SDSS-II SN 21589","2007/11/12","01:34:18.288,01:34:18.264","Ia","3","","",""
"SDSS-II SN 21813","2007/11/12","22:39:05.252,22:39:05.28","Ia","3","","",""
"SDSS-II SN 2871","2005/09/14","00:37:23.405,00:37:23.46,00:37:23.4312","Ia","3","","",""
"SDSS-II SN 3421","2005/09/23","21:02:56.64","Ia","3","","",""
"SDSS-II SN 3426","2005/09/21","22:47:35.944,22:47:36","Ia","3","","",""
"SDSS-II SN 4079","2005/09/22","01:56:49.611,01:56:49.584,01:56:49.608","Ia","3","","",""
"SDSS-II SN 4578","2005/09/26","02:34:23.194,02:34:23.184,02:34:23.208","Ia","3","","",""
"SDSS-II SN 4737","2005/10/01","01:56:58.919,01:56:58.92,01:56:58.896","Ia","3","","",""
"SDSS-II SN 5230","2005/10/01","22:19:10.32","Ia","3","","",""
"SDSS-II SN 5776","2005/10/12","21:54:03.36","Ia","3","","",""
"SDSS-II SN 6275","2005/10/20","02:18:21.557,02:18:21.528,02:18:21.552","Ia","3","","",""
"SDSS-II SN 7056","2005/10/21","00:09:23.062,00:09:23.059,00:09:23.0664","Ia","3","","",""
"SDSS-II SN 7092","2005/10/25","21:05:07.318,21:05:07.2","Ia","3","","",""
"SDSS-II SN 7479","2005/10/31","00:28:54.194,00:28:54.1944,00:28:54.204,00:28:54.1656","Ia","3","","",""
"SDSS-II SN 8254","2005/11/03","23:24:39.360,23:24:39.36","Ia","3","","",""
"SDSS-II SN 8421","2005/11/01","00:58:04.32,00:58:04.296","Ia","3","","",""
"SDSS-II SN 8651","2005/10/30","01:54:59.76,01:54:59.736","Ia","3","","",""
"SN2006ga","2006/09/12","00:52:56.35,00:52:56.328,00:52:56.304,00:52:56.33","Ia?","3","1","",""
"SN2006og","2006/10/29","20:12:04.27,20:12:04.32","Ia","3","","",""
"SN2007ly","2007/10/08","00:22:53.37,00:22:53.3664,00:22:53.38","Ia","3","","",""
"SN2007pe","2007/10/21","02:21:03.96,02:21:04.008,02:21:04.01","Ia","3","","",""
"ASASSN-14fw","2014/08/18","23:49:06.723,23:49:06.72,23:49:06.96","Ia","3","1","",""
"CSS121006:232854+085452","2012/10/06","23:28:54.48","Ia","3","","",""
"LSQ13dpm","2013/12/19","10:29:08.33,10:29:08.36","Ia","3","1","",""
"LSQ14nr","2014/02/01","11:48:43.97,11:48:43.96","Ia","3","5","",""
"PS1-12qn","2012/02/02","11:44:53.81,11:44:53.76","Ia","3","","",""
"PS1-13dlh","2013/10/05","23:47:52.95","Ia","3","","",""
"PS1-14mv","2014/02/21","12:07:33.89","Ia","3","1","",""
"PS1-14on","2014/02/25","13:05:54.26,13:05:54.28","Ia","3","1","",""
"PS1-14ra","2014/03/05","14:41:28.44","Ia","3","2","",""
"PS1-14ub","2014/03/19","14:39:54.11","Ia","3","","",""
"PS1-14wl","2014/03/25","13:32:41.28","Ia","3","1","",""
"PS1-14xv","2014/04/23","16:02:20.35","Ia","3","1","",""
"PS1-14xx","2014/04/28","17:44:12.25","Ia","3","","",""
"PTF11moy","2011/09/20","17:06:18.06","Ia","3","","",""
"PTF11qpc","2011/11/26","12:20:05.47,12:20:05.52","Ia","3","1","",""
"PTF11qzq","2011/12/04","07:19:27.24","Ia","3","","",""
"SN2010km","2010/12/04","02:55:12.81,02:55:12.8,02:18:10.92,02:18:10.9,10:23:42.44,10:23:42.4,02:55:12.816,02:18:10.896,10:23:42.48","Candidate","3","","",""
"SN2011ha","2011/09/30","03:57:40.87","Ia","3","","",""
"SN2011iy","2011/12/09","13:08:58.39,13:08:58.38","Ia","3","","0",""
"SN2012ao","2012/02/25","15:16:42.88,15:16:42.96","Ia","3","","",""
"SN2012bh","2012/03/11","12:13:37.309,12:13:37.31","Ia","3","","",""
"SN2012bp","2012/03/24","16:18:12.44","Ia","3","1","",""
"SN2012em","2012/09/09","22:44:01.66","Ia Pec","3","1","",""
"SN2013au","2013/03/23","12:21:14.16,12:21:14.27","Ia","3","","",""
"SN2014ak","2014/03/26","07:48:44.10,07:48:44.05","Ia","3","1","",""
"SN2014D","2014/01/02","12:10:36.76,12:10:36.8,12:10:36.85,12:10:36.72","Ia","3","1","",""
"SN2014H","2014/01/14","03:37:01.48,03:37:01.35","Ia","3","","",""
"SN2014Q","2014/01/29","08:18:50.20,08:18:50.22","Ia","3","1","",""
"ASASSN-15js","2015/05/21","10:50:38.350,10:50:38.35,10:50:38.33,10:50:38.4","Ia","3","","",""
"ASASSN-15li","2015/06/16","14:25:07.69,14:25:07.95,14:25:07.92","Ia","3","","",""
"ASASSN-17be","2017/01/17","02:03:10.53,02:03:10.530,02:03:10.536","Ia","3","","",""
"Gaia15aaq","2015/01/16","13:41:24.73,13:41:24.72,13:41:24.97","Ia","3","1","",""
"Gaia15afx","2015/05/23","11:09:31.15,11:09:31.16,11:09:31.2","Ia","3","","",""
"MASTER OT J235325.61-153917.6","2015/08/11","23:53:25.61,23:53:25.54","Ia","3","","",""
"PS15vi","2015/03/27","12:56:34.20","Ia","3","1","",""
"PS16are","2016/02/22","08:13:11.85,08:13:11.84","Ia","3","","",""
"SN2016baq","2016/03/12","11:09:25.79,11:09:25.91,11:09:25.68","Ia","3","","",""
"SN2016bmh","2016/04/14","13:32:15.26,13:32:14.16","Ia","3","1","",""
"SN2016bro","2016/04/03","05:43:12.64,05:43:12.792","Ia","3","1","",""
"SN2016bsa","2016/04/22","22:04:35.56,22:04:35.76","Ia","3","","",""
"SN2016cby","2016/04/27","10:20:01.72,10:20:01.68","Ia","3","1","",""
"SN2016cvl","2016/06/05","14:41:46.60,14:41:46.597,14:41:46.56","Ia","3","1","",""
"SN2016dyh","2016/05/01","22:23:48.10,22:23:48.11,22:23:48","Ia","3","","",""
"SN2016eai","2016/05/14","11:28:55.70,11:28:55.75,11:28:55.68","Ia","3","1","",""
"SN2016ebs","2016/05/23","13:44:48.60,13:44:48.57,13:44:48.48","Ia","3","","",""
"SN2016edh","2016/06/13","00:24:17.40,00:24:17.417","Ia","3","","",""
"SN2016eid","2016/07/21","03:16:39.60,03:16:39.621,03:16:39.624","Ia","3","","",""
"SN2016ejc","2016/07/24","16:18:18.30,16:18:18.317,16:18:18.24","Ia","3","1","",""
"SN2016fqc","2016/08/25","03:25:51.28,03:25:51.283,03:25:51.288","Ia","3","","",""
"SN2016fss","2016/09/01","14:02:51.91,14:02:51.912,14:02:51.84","Ia","3","1","",""
"SN2016gdu","2016/09/09","04:10:31.49,04:10:31.490,04:10:31.632","Ia-91T","3","1","",""
"SN2016gio","2016/09/16","20:41:57.26,20:41:57.263,20:41:57.36","Ia","3","1","",""
"SN2016glz","2016/09/23","00:05:53.59,00:05:53.597","Ia","3","1","",""
"SN2016gom","2016/09/23","03:18:13.24,03:18:13.244,03:18:13.248","Ia","3","1","",""
"SN2016gqb","2016/09/27","05:07:39.67,05:07:39.670,05:07:39.48","Ia","3","1","",""
"SN2016gqc","2016/09/27","05:08:05.22,05:08:05.220,05:08:05.256","Ia","3","1","",""
"SN2016guu","2016/09/30","23:54:57.93,23:54:57.938,23:54:57.84","Ia","3","1","",""
"SN2016hdw","2016/10/11","08:14:36.97,08:14:36.970,08:14:36.96","Ia","3","","",""
"SN2016hhh","2016/10/30","01:35:54.65,01:35:54.650","Ia","3","1","",""
"SN2016hid","2016/10/24","03:58:11.68,03:58:11.680","Ia","3","1","",""
"SN2016hko","2016/10/25","06:05:51.24,06:05:51.240,06:05:51.168","Ia","3","","",""
"SN2016hsx","2016/11/03","01:00:41.44,01:00:41.440,01:00:41.496","Ia","3","1","",""
"SN2016ins","2016/11/26","08:07:27.42,08:07:27.420,08:07:27.36","Ia","3","1","",""
"SN2016ips","2016/12/05","05:32:09.38,05:32:09.380,05:32:09.432","Ia","3","1","",""
"SN2016iww","2016/12/15","11:41:30.85,11:41:30.844,11:41:30.96","Ia","3","1","",""
"SN2017A","2017/01/01","15:57:28.35,15:57:28.350","Ia","3","1","",""
"SN2017ayk","2017/02/20","16:23:49.86,16:23:49.860,16:23:49.92","Ia","3","1","",""
"SN2017bos","2017/03/01","09:46:29.98,09:46:29.980,09:46:30.24","Ia","3","1","",""
"SN2017cxy","2017/04/08","18:23:17.93,18:23:17.930,18:23:17.76","Ia","3","1","",""
"SN2017daf","2017/04/15","14:34:52.70,14:34:52.700,14:34:52.8","Ia","3","1","",""
"SN2017dah","2017/04/14","20:17:03.82,20:17:03.816,20:17:03.84","Ia","3","1","",""
"SN2017dhh","2017/04/23","11:57:55.77,11:57:55.770","Ia","3","1","",""
"SN2017dhr","2017/04/20","05:46:47.27,05:46:47.270,00:23:07.1496","Ia","3","1","",""
"SN2017dps","2017/05/01","13:36:40.04,13:36:40.040,13:36:40.08","Ia","3","1","",""
"SN2017dys","2017/05/09","23:05:02.06,23:05:02.060,23:05:01.92","Ia","3","","",""
"SN2017edu","2017/05/16","12:21:00.78,12:21:00.900,12:21:00.72","Ia","3","","",""
"SN2017egb","2017/05/24","16:08:39.41,16:08:39.410,16:08:39.6","Ia","3","","",""
"SN2017ejc","2017/05/28","10:25:14.23,10:25:14.230","Ia","3","","",""
"SN2017enx","2017/06/06","10:10:52.07,10:10:52.070,10:10:52.08","Ia","3","","",""
"SN2017erv","2017/06/13","19:18:47.39,19:18:47.390,19:18:47.04","Ia","3","","",""
"SN2017evj","2017/06/18","14:29:43.40,14:29:43.397,14:29:43.44","Ia","3","","",""
"SN2017evr","2017/06/18","23:45:07.27,23:45:07.265,23:45:07.2","Ia","3","1","",""
"SN2017fbh","2017/06/26","13:07:48.58,13:07:48.797","Ia-91T","3","1","",""
"SN2017jy","2017/01/16","04:32:44.43,04:32:44.429,04:32:44.424","Ia","3","1","",""
"SN2017lc","2017/01/11","09:44:25.70,09:44:25.705,09:44:25.68","Ia","3","1","",""
"SN2017vu","2017/01/21","08:59:23.92,08:59:23.920,08:59:24","Ia","3","","",""
"SN2017wi","2017/01/29","02:02:08.63,02:02:08.630,02:02:08.616","Ia","3","1","",""
"SN2017xx","2017/01/27","07:25:38.14,07:25:38.140,07:25:38.16","Ia","3","","",""
"SN1983P","1983/07/11","14:44:55,14:44:56.0,14:44:56.48","Ia","3","","",""
"SN1988F","1988/02/20","14:28:57,14:28:57.9,14:28:56.35","Ia","3","","",""
"SN1998dq","1998/08/23","19:11:23.78","Ia","2","","",""
"SN1998en","1998/10/30","07:04:00.05","II","2","1","",""
"SN1999am","1999/02/18","08:24:10.88","Ia","2","","",""
"SN1999be","1999/03/10","08:23:38.60","Ia","2","3","",""
"SN1999do","1999/08/20","22:53:29.87","Ia","2","1","",""
"SN1999fz","1999/11/18","13:02:16.34","Ia","2","1","",""
"SN1999gf","1999/11/27","10:13:37.00","Ia","2","1","",""
"SN1999gj","1999/11/17","10:29:19.27,10:29:19.20","Ia","2","1","",""
"SN1999gm","1999/12/15","08:35:11.73","Ia","2","5","",""
"SN2000ej","2000/11/02","21:20:15.66","Ia","2","1","",""
"SN2001bs","2001/05/22","15:43:39.37,15:43:39.38","Ia","2","3","",""
"SN2001dt","2001/08/23","23:22:19.17","Ia","2","1","",""
"SN2001ec","2001/08/31","02:12:00.43","Ia","2","4","",""
"SN2001eo","2001/10/01","07:41:31.10","Ia","2","1","",""
"SN2001es","2001/10/07","02:02:08.27","Ia","2","3","",""
"SN2001U","2001/02/15","14:04:42.94,14:4:42.94","Ia","2","2","",""
"SN2002bi","2002/02/25","13:32:54.36,13:32:54.45","Ia","2","2","",""
"SN2002bk","2002/02/09","09:02:26.67","Ia","2","1","",""
"SN2002bp","2002/03/08","11:19:18.20","Ia-02cx","2","1","",""
"SN2002bw","2002/03/30","17:16:35.60","Ia","2","1","",""
"SN2002by","2002/03/31","17:50:18.58","Ia","2","","",""
"SN2002ci","2002/04/19","16:15:37.95","Ia","2","2","",""
"SN2002df","2002/06/02","20:45:39.33","Ia","2","2","",""
"SN2002dr","2002/06/24","22:51:01.00","Ia","2","1","",""
"SN2002dx","2002/07/08","23:57:06.73","Ia","2","1","",""
"SN2002ec","2002/07/23","15:19:24.89","Ia","2","2","",""
"SN2002eq","2002/08/08","21:19:00.19","Ia","2","","",""
"SN2002et","2002/08/24","20:08:31.02","Ia","2","2","",""
"SN2002fi","2002/09/13","02:33:54.40","Ia","2","1","",""
"SN2002fs","2002/09/03","22:54:00.88,22:54:00.96","Ia","2","","",""
"SN2002ft","2002/09/09","23:15:45.82","Ia","2","","",""
"SN2002fu","2002/09/10","22:09:55.99","II","2","","",""
"SN2002gf","2002/09/27","20:55:17.88,20:55:18","Ia","2","1","",""
"SN2002gg","2002/10/05","22:27:45.93","Ia","2","1","",""
"SN2002gx","2002/10/13","02:31:44.69","Ia","2","1","",""
"SN2002H","2002/01/19","13:38:27.58","Ia","2","1","",""
"SN2002hv","2002/11/05","09:22:10.91","Ia","2","2","",""
"SN2002I","2002/01/19","13:22:26.84,13:22:26.88","Ia","2","1","",""
"SN2002jm","2002/12/07","10:19:25.20","Ia","2","4","",""
"SN2003ah","2003/02/08","04:43:08.54,04:43:08.548","Ia","2","1","",""
"SN2003ar","2003/02/06","16:02:08.11,16:02:08.118","Ia","2","1","",""
"SN2003au","2003/02/17","16:11:11.56,16:11:11.568","Ia","2","1","",""
"SN2003bf","2003/02/18","08:08:26.35,08:08:26.358","Ia","2","4","",""
"SN2003bi","2003/02/22","10:44:05.97,10:44:05.978","Ia","2","1","",""
"SN2003bt","2003/03/09","10:55:22.48,10:55:22.488","Ia","2","2","",""
"SN2003M","2003/01/13","12:13:21.00,12:13:21.008","Ia Pec","2","5","",""
"2MASS J00281996-0003287","2007/11/08","00:28:19.966,00:28:19.99,00:28:20.004,00:28:20.0064,00:28:19.9944","Ia","2","","",""
"2MASS J02055976-0051211","2006/11/09","02:05:59.760,02:05:59.808,02:05:59.832","Ia","2","","",""
"SDSS-II SN 10690","2005/11/19","23:09:59.962,23:10:00","Ia","2","","",""
"SDSS-II SN 11317","2005/11/10","03:46:01.728,03:46:01.752","Ia","2","","",""
"SDSS-II SN 12974","2006/08/28","01:26:34.032,01:26:33.984","Ia","2","","",""
"SDSS-II SN 14500","2006/09/12","01:36:07.728,01:36:07.704","Ia","2","","",""
"SDSS-II SN 14524","2006/10/02","02:46:15.082,02:46:15.072","Ia","2","","",""
"SDSS-II SN 14756","2006/09/29","03:21:04.632","Ia","2","","",""
"SDSS-II SN 14863","2006/09/27","02:22:58.728","Ia","2","","",""
"SDSS-II SN 14896","2006/10/02","02:33:00.624,02:33:00.6","Ia","2","","",""
"SDSS-II SN 14972","2006/09/30","01:53:23.448,01:53:23.4","Ia","2","","",""
"SDSS-II SN 15041","2006/10/13","01:57:06.312,01:57:06.288","Ia","2","","",""
"SDSS-II SN 15353","2006/10/21","23:21:09.998,23:21:10.08","Ia","2","","",""
"SDSS-II SN 15498","2006/10/21","01:21:57.864,01:21:57.84","Ia","2","","",""
"SDSS-II SN 15817","2006/10/20","01:58:15.514,01:58:15.48,01:58:15.504","Ia","2","","",""
"SDSS-II SN 15892","2006/10/31","21:32:47.760,21:32:47.76","Ia","2","","",""
"SDSS-II SN 15929","2006/10/29","22:58:22.08","II","2","","",""
"SDSS-II SN 15998","2006/10/29","01:23:27.041,01:23:27.048,01:23:27.024","Ia","2","","",""
"SDSS-II SN 16125","2006/10/27","00:49:29.688,00:49:29.664","Ib/c","2","","",""
"SDSS-II SN 16136","2006/11/08","02:13:56.605,02:13:56.616,02:13:56.592,02:13:56.568","Ia","2","","",""
"SDSS-II SN 16230","2006/11/09","22:17:06.96","II","2","","",""
"SDSS-II SN 16462","2006/11/14","01:08:09.739,01:08:09.744","Ia","2","","",""
"SDSS-II SN 16477","2006/10/22","00:41:25.13,00:41:25.128,00:41:25.104","Ia","2","","",""
"SDSS-II SN 16640","2006/11/14","01:23:19.518,01:23:19.512","Ia","2","","",""
"SDSS-II SN 16889","2006/11/09","21:51:27.36","Ia","2","","",""
"SDSS-II SN 17191","2007/09/03","03:32:15.24,03:32:15.216","Ia","2","","",""
"SDSS-II SN 17421","2007/09/03","23:29:32.577,23:29:32.64","Ia","2","","",""
"SDSS-II SN 1748","2005/09/10","23:32:26.920,23:32:26.88","Ia","2","","",""
"SDSS-II SN 17835","2007/09/12","02:27:53.256,02:27:53.232","Ia","2","","",""
"SDSS-II SN 18130","2007/09/14","03:33:45.888,03:33:45.864","Ia","2","","",""
"SDSS-II SN 1825","2005/09/10","21:07:17.04","Ia","2","","",""
"SDSS-II SN 18333","2007/09/22","01:17:49.934,01:17:49.944,01:17:49.92","Ia","2","","",""
"SDSS-II SN 1835","2005/09/10","20:50:39.36","Ia","2","","",""
"SDSS-II SN 19689","2007/10/31","01:08:06.48,01:08:06.456","Ia","2","","",""
"SDSS-II SN 19758","2007/10/30","23:19:08.16","Ia","2","","",""
"SDSS-II SN 20723","2007/11/02","02:44:52.505,02:44:52.512,02:44:52.464","Ia","2","","",""
"SDSS-II SN 21404","2007/11/04","03:29:38.808,03:29:38.784","Ia","2","","",""
"SDSS-II SN 3065","2005/09/12","22:27:54.72","Ia","2","","",""
"SDSS-II SN 3180","2005/09/26","00:28:26.82,00:28:26.8128","Ia","2","","",""
"SDSS-II SN 3811","2005/09/14","00:54:49.100,00:54:49.104","Ia","2","","",""
"SDSS-II SN 4175","2005/09/25","02:12:41.616,02:12:41.592","Ia","2","","",""
"SDSS-II SN 4572","2005/09/26","02:25:04.451,02:25:04.44","Ia","2","","",""
"SDSS-II SN 4639","2005/09/27","01:57:25.824,01:57:25.8","Ia","2","","",""
"SDSS-II SN 5247","2005/10/01","01:33:51.846,01:33:51.84,01:33:51.816","Ib/c","2","","",""
"SDSS-II SN 5909","2005/10/12","01:09:56.448,01:09:56.424,01:09:56.4","Ia","2","","",""
"SDSS-II SN 5978","2005/10/22","01:44:38.98,01:44:38.976,01:44:38.952","Ia","2","","",""
"SDSS-II SN 6683","2005/10/23","21:48:51.36","Ia","2","","",""
"SDSS-II SN 7457","2005/11/02","23:23:36.756,23:23:36.72","Ia","2","","",""
"SDSS-II SN 7939","2005/10/30","01:49:58.944,01:49:58.92","Ia","2","","",""
"SDSS-II SN 8160","2005/10/20","02:15:03.67,02:15:03.624,02:15:03.6","Ia","2","","",""
"SDSS-II SN 8264","2005/11/03","23:50:09.36","Ia","2","","",""
"SDSS-II SN 8290","2005/11/09","03:41:56.424,03:41:56.4","Ia","2","","",""
"SDSS-II SN 8888","2005/11/03","00:20:39.773,00:20:39.78,00:20:39.768","Ia","2","","",""
"SDSS-II SN 893","2005/09/03","00:21:58.61,00:21:58.6104,00:21:58.6032","Ia","2","","",""
"SDSS-II SN 9594","2005/11/07","01:10:51.432,01:10:51.408","Ia","2","","",""
"SDSS-II SN 9817","2005/11/11","00:20:09.122,00:20:09.1224,00:20:09.1128,00:20:09.0912","Ia","2","","",""
"SDSS-II SN 9962","2005/11/07","23:25:10.132,23:25:10.08","Ia","2","","",""
"SN2006gx","2006/09/16","02:48:14.08,02:48:14.088,02:48:14.064","Ia","2","","",""
"SN2006tc","2006/11/23","03:08:01.96,03:08:01.968,03:08:01.944","Ia","2","","",""
"SN2007jy","2007/09/03","20:51:21.43,20:51:21.36","Ia","2","1","",""
"SN2007or","2007/10/09","01:42:38.34,01:42:38.304,01:42:38.328,01:42:38.33","Ia","2","","",""
"SN2008ge","2008/10/08","04:08:24.68","Ia-02cx","2","2","",""
"CSS130917:181255+641840","2013/09/16","18:12:55.34,18:12:55.33,18:12:55.32","Ia","2","","",""
"DES13X1kae","2013/10/09","02:15:37.11,02:15:37.12","Ia","2","","",""
"LSQ13dnd","2013/12/13","02:56:25.33,02:56:25.35","Ia","2","1","",""
"PS1-12cho","2012/12/01","","Ia","2","","",""
"PS1-13bzp","2013/07/05","","Ia","2","","",""
"PS1-14lz","2014/02/13","04:50:48.61","Ia","2","2","",""
"PS1-14qh","2014/02/27","11:16:43.16","Ia","2","1","",""
"PS1-14vw","2014/03/25","09:58:08.07","Ia","2","1","",""
"PTF11cda","2011/03/31","17:16:56.028,17:16:56.22,17:16:55.74","II","2","","",""
"PTF11rnq","2011/12/15","02:23:30.91,02:23:30.90,02:23:22.71","Ia","2","","",""
"SN2011cy","2011/05/07","14:58:37.10,14:58:37.2","Ia","2","","",""
"SN2011jh","2011/12/22","12:47:14.42","Ia","2","1","",""
"SN2012bo","2012/03/27","12:50:45.23,12:50:45.12","Ia","2","1","",""
"SN2013ar","2013/03/14","08:37:45.02","Ia","2","1","",""
"SN2013bx","2013/04/09","12:47:24.22,14:27:03.31","Ia","2","2","",""
"SN2013go","2013/10/21","03:27:44.64","Ia","2","","",""
"SN2013X","2013/02/06","12:17:15.19","Ia","2","","",""
"CSS150118:133209+344127","2015/01/17","13:32:09.0,13:32:08.93,13:32:08.88,13:32:09.07","Ia","2","1","",""
"iPTF15cnq","2015/08/23","22:07:53.067,22:07:53.02","Ia","2","1","",""
"PS15bum","2015/08/29","17:44:00.88","Ia","2","","",""
"SN2016adn","2016/02/02","03:10:34.46,03:10:34.50,03:10:34.488","Ia","2","3","",""
"SN2016ado","2016/01/20","02:03:05.79","Ia","2","1","",""
"SN2016adp","2016/01/21","03:21:42.43","Ia","2","1","",""
"SN2016aew","2016/02/12","14:11:26.49,14:11:26.4","Ia","2","1","",""
"SN2016aex","2016/02/12","15:45:30.31,15:45:30.24","Ia","2","1","",""
"SN2016ag","2016/01/26","01:31:23.18,01:31:23.184","Ia","2","1","",""
"SN2016agd","2016/02/11","12:26:59.56","Ia","2","1","",""
"SN2016arr","2016/03/04","14:19:20.99,14:19:20.88","Ia","2","1","",""
"SN2016aue","2016/03/06","18:35:56.53,18:35:56.75,18:35:56.64","Ia","2","","",""
"SN2016auf","2016/02/23","03:09:50.69","Ia","2","","",""
"SN2016ayf","2016/03/10","13:45:00.52,13:45:00.521,13:45:00.48","Ia","2","1","",""
"SN2016bfc","2016/03/11","16:41:09.71","Ia","2","1","",""
"SN2016bli","2016/03/31","14:59:42.13,14:59:42.24","Ia","2","1","",""
"SN2016blv","2016/04/06","13:03:10.74,13:03:10.56","Ia","2","1","",""
"SN2016bmc","2016/04/11","19:10:37.33,19:10:37.44","Ia","2","1","",""
"SN2016brs","2016/04/03","14:29:38.63","Ia","2","1","",""
"SN2016brv","2016/04/16","12:05:14.48","Ia-91bg","2","1","",""
"SN2016bry","2016/04/19","20:43:22.40","Ia","2","1","",""
"SN2016cbx","2016/04/27","11:50:54.53,11:50:54.48","Ia","2","3","",""
"SN2016cda","2016/05/15","15:31:51.24,15:31:51.240,15:31:51.36","Ia","2","1","",""
"SN2016cob","2016/05/26","13:32:35.81,13:32:35.812,13:32:35.76","Ia-91T","2","","",""
"SN2016con","2016/05/12","13:13:30.74,13:13:30.75","Ia","2","1","",""
"SN2016cqz","2016/06/06","18:28:10.44,18:28:10.441,18:28:10.32","Ia","2","","",""
"SN2016cra","2016/05/27","16:56:17.19,16:56:17.190","Ia","2","1","",""
"SN2016csi","2016/06/03","16:33:49.47,16:33:49.470","Ia","2","1","",""
"SN2016cuv","2016/06/10","16:19:14.74,16:19:14.740","Ia","2","1","",""
"SN2016cvj","2016/06/07","16:32:59.22,16:32:59.220","Ia","2","1","",""
"SN2016cvm","2016/06/13","18:38:37.55,18:38:37.550","Ia","2","2","",""
"SN2016cvn","2016/06/05","12:49:41.36,12:49:41.360","Ia","2","","",""
"SN2016cvw","2016/06/18","22:46:12.82,22:46:12.820","Ia","2","","",""
"SN2016cvz","2016/05/13","16:25:20.79,16:25:20.82","Ia","2","1","",""
"SN2016cwc","2016/05/30","16:45:34.37,16:45:34.370","Ia","2","1","",""
